Plot,Tree_no,RECRUIT,Species,InitialDbh,RefPoint,Critx,Crity,OffsetN,OffsetE,Dist,Azimuth,AzgridN,Treex,Treey,TrtgridN,X_Offset,Y_Offset,X_Corrected,Y_Corrected,Initial_MeasNum,Initial_TreeClass,Initial_LoggingStatus,Coords_Calculation_Date,MapInfoNeeded,Comments
805,10,0,PSME,42.8,H11,0,0,0,0,6.3,0,310,4.99,4.19,40,210,-270,205.81,-265.01,1,10,PRE,2003-04-04 00:00:00,No,
805,21,0,THPL,17.3,H11,0,0,0,0,9.4,333,310,3.71,8.73,40,210,-270,201.27,-266.29,1,10,PRE,2003-04-04 00:00:00,No,
805,22,0,TSHE,8,H11,0,0,0,0,10,332,310,3.76,9.31,40,210,-270,200.69,-266.24,1,10,PRE,2003-04-04 00:00:00,No,
805,24,0,THPL,14.5,H11,0,0,0,0,14.2,356,310,10.27,9.91,40,210,-270,200.09,-259.73,1,10,PRE,2003-04-04 00:00:00,No,
805,25,0,PSME,57.3,G11,0,20,0,0,10.2,95,310,6.01,11.41,40,210,-270,198.59,-263.99,1,10,PRE,2003-04-04 00:00:00,No,
805,26,0,TSHE,7.1,G11,0,20,0,0,10.6,103,310,4.83,10.52,40,210,-270,199.48,-265.17,1,10,PRE,2003-04-04 00:00:00,No,
805,27,0,PSME,36.5,H11,0,0,0,0,10.6,318,310,1.5,10.68,40,210,-270,199.32,-268.5,1,10,PRE,2003-04-04 00:00:00,No,
805,30,0,PSME,37.6,G11,0,20,0,0,1.1,67,310,1.15,19.42,40,210,-270,190.58,-268.85,1,10,PRE,2004-12-15 00:00:00,No,
805,32,0,PSME,51.3,G11,0,20,0,0,9.2,60,310,8.89,16.77,40,210,-270,193.23,-261.11,1,10,PRE,2003-04-04 00:00:00,No,
805,34,0,THPL,19.2,G11,0,20,0,0,5.6,346,310,3.35,24.61,40,210,-270,185.39,-266.65,1,10,PRE,2004-12-15 00:00:00,No,
805,35,0,THPL,7.8,G11,0,20,0,0,6.1,128,310,0.21,13.86,40,210,-270,196.14,-269.79,1,10,PRE,2003-04-04 00:00:00,No,
805,36,0,TSHE,5.7,G11,0,20,0,0,10,53,310,9.77,17.74,40,210,-270,192.26,-260.23,1,10,PRE,2003-04-04 00:00:00,No,
805,37,0,TSHE,10.8,G11,0,20,0,0,9.5,44,310,9.53,19.33,40,210,-270,190.67,-260.47,1,10,PRE,2003-04-04 00:00:00,No,
805,38,0,TSHE,5.3,G11,0,20,0,0,7.3,37,310,7.32,20.38,40,210,-270,189.62,-262.68,3,11,POST,2003-04-04 00:00:00,No,
805,39,0,PSME,52.9,G11,0,20,0,0,8.2,19,310,7.9,23.03,40,210,-270,186.97,-262.1,1,10,PRE,2003-04-04 00:00:00,No,
805,46,0,TSHE,6.6,G11,0,20,0,0,9.4,0,310,7.23,26.06,40,210,-270,183.94,-262.77,6,11,POST,2014-06-10 00:00:00,No,
805,53,0,TSHE,5.7,G11,0,20,0,0,9,340,310,4.51,27.82,40,210,-270,182.18,-265.49,6,11,POST,2014-06-10 00:00:00,No,
805,55,0,TSHE,5.3,G11,0,20,0,0,10.2,329,310,3.33,29.67,40,210,-270,180.33,-266.67,5,11,POST,2010-05-05 00:00:00,No,
805,57,0,TSHE,5.5,G11,0,20,0,0,11.8,318,310,1.65,31.71,40,210,-270,178.29,-268.35,6,11,POST,2014-06-10 00:00:00,No,
805,58,0,TSHE,6.2,G11,0,20,0,0,11.6,329,310,3.79,31,40,210,-270,179,-266.21,5,11,POST,2010-05-05 00:00:00,No,
805,64,0,PSME,50.8,G11,0,20,0,0,12.4,337,310,5.74,31.27,40,210,-270,178.73,-264.26,1,10,PRE,2003-04-04 00:00:00,No,
805,70,0,TSHE,5.8,G11,0,20,0,0,13.8,312,310,0.48,33.82,40,210,-270,176.18,-269.52,6,11,POST,2014-06-10 00:00:00,No,
805,72,0,PSME,21.8,F11,0,40,0,0,6.4,134,310,-0.45,33.51,40,210,-270,176.49,-270.45,1,21,PRE,2003-04-04 00:00:00,No,
805,73,0,TSHE,5.3,F11,0,40,0,0,8.2,112,310,2.54,32.18,40,210,-270,177.82,-267.46,5,11,POST,2010-05-05 00:00:00,No,
805,74,0,PSME,38.3,G11,0,20,0,0,16.1,349,310,10.25,32.66,40,210,-270,177.34,-259.75,1,10,PRE,2003-04-04 00:00:00,No,
805,75,0,PSME,35.3,G11,0,20,0,0,15.7,325,310,4.11,35.34,40,210,-270,174.66,-265.89,1,10,PRE,2003-04-04 00:00:00,No,
805,77,0,PSME,48.5,F11,0,40,0,0,3,113,310,0.95,36.9,40,210,-270,173.1,-269.05,1,10,PRE,2003-04-04 00:00:00,No,
805,78,0,TSHE,14.1,F11,0,40,0,0,0.13,101,310,0.1,39.82,40,210,-270,170.18,-269.9,1,10,PRE,2003-04-04 00:00:00,No,
805,79,0,TSHE,6.5,F11,0,40,0,0,6.3,72,310,5.37,36.64,40,210,-270,173.36,-264.63,6,11,POST,2014-06-10 00:00:00,No,
805,84,0,TSHE,6.7,F11,0,40,0,0,7.4,59,310,7.03,37.58,40,210,-270,172.42,-262.97,5,11,POST,2010-05-05 00:00:00,No,
805,85,0,PSME,50.2,F11,0,40,0,0,10.1,68,310,9.14,35.14,40,210,-270,174.86,-260.86,1,10,PRE,2003-04-04 00:00:00,No,
805,86,0,TSHE,6.9,F11,0,40,0,0,9.1,45,310,9.1,39.2,40,210,-270,170.8,-260.9,1,10,PRE,2003-04-04 00:00:00,No,
805,91,0,TSHE,5.4,F11,0,40,0,0,1.3,341,310,0.68,41.14,40,210,-270,168.86,-269.32,3,11,POST,2003-04-04 00:00:00,No,
805,92,0,PSME,47.55,F11,0,40,0,0,7.3,31,310,7.44,41.18,40,210,-270,168.82,-262.56,1,10,PRE,2004-09-16 00:00:00,No,
805,93,0,TSHE,5.5,F11,0,40,0,0,7.5,359,310,5.68,44.94,40,210,-270,165.06,-264.32,5,11,POST,2010-05-05 00:00:00,No,
805,98,0,TSHE,5.4,F11,0,40,0,0,9.4,339,310,4.57,48.25,40,210,-270,161.75,-265.43,5,11,POST,2010-05-05 00:00:00,No,
805,99,0,PSME,50.8,F11,0,40,0,0,8.3,334,310,3.48,47.81,40,210,-270,162.19,-266.52,1,10,PRE,2003-04-04 00:00:00,No,
805,100,0,TSHE,7.4,F11,0,40,0,0,9.1,338,310,4.29,48.07,40,210,-270,161.93,-265.71,6,11,POST,2014-06-10 00:00:00,No,
805,103,0,PSME,33.8,F11,0,40,0,0,11.6,324,310,2.85,51.42,40,210,-270,158.58,-267.15,1,10,PRE,2003-04-04 00:00:00,No,
805,104,0,PSME,23.7,F11,0,40,0,0,13.6,325,310,3.55,53.25,40,210,-270,156.75,-266.45,1,21,PRE,2003-04-04 00:00:00,No,
805,105,0,PSME,47.6,F11,0,40,0,0,14.4,342,310,7.76,52.41,40,210,-270,157.59,-262.24,1,21,PRE,2003-04-04 00:00:00,No,
805,105,1,TSHE,5.9,105,7.75,52.41,0,0,0.9,6,310,8.52,52.93,40,210,-270,157.07,-261.48,7,11,POST,2021-05-18 00:00:00,No,Crew stem mapped from a tree
805,106,0,TSHE,41,E11,0,60,0,0,10.1,71,310,8.83,54.69,40,210,-270,155.31,-261.17,1,10,PRE,2003-04-04 00:00:00,No,
805,107,0,TSHE,6.2,E11,0,60,0,0,10.9,67,310,9.74,55.04,40,210,-270,154.96,-260.26,5,11,POST,2010-05-05 00:00:00,No,
805,109,0,PSME,38.5,F11,0,40,0,0,18,321,310,3.47,57.86,40,210,-270,152.14,-266.53,1,21,PRE,2003-04-04 00:00:00,No,
805,110,0,THPL,10.8,E11,0,60,0,0,1.9,52,310,1.91,59.59,40,210,-270,150.41,-268.09,1,10,PRE,2003-04-04 00:00:00,No,
805,112,0,TSHE,7.3,E11,0,60,0,0,9.8,42,310,9.83,59.66,40,210,-270,150.34,-260.17,6,11,POST,2014-06-10 00:00:00,No,
805,114,0,TSHE,5.9,E11,0,60,0,0,7.4,22,310,7.07,62.3,40,210,-270,147.7,-262.93,1,10,PRE,2003-04-04 00:00:00,No,
805,115,0,THPL,22.6,E11,0,60,0,0,5.4,354,310,3.83,63.97,40,210,-270,146.03,-266.17,1,10,PRE,2003-04-04 00:00:00,No,
805,116,0,PSME,51.8,E11,0,60,0,0,4.6,337,310,2.21,64.33,40,210,-270,145.67,-267.79,1,10,PRE,2003-04-04 00:00:00,No,
805,117,0,TSHE,5.4,E11,0,60,0,0,4.9,328,310,1.52,64.69,40,210,-270,145.31,-268.48,5,11,POST,2010-05-05 00:00:00,No,
805,118,0,TSHE,5.5,E11,0,60,0,0,6.3,321,310,1.21,66.21,40,210,-270,143.79,-268.79,5,11,POST,2010-05-05 00:00:00,No,
805,121,0,TSHE,6.3,E11,0,60,0,0,6.4,334,310,2.62,65.88,40,210,-270,144.12,-267.38,6,11,POST,2014-06-10 00:00:00,No,
805,123,0,TSHE,5.8,E11,0,60,0,0,6.9,318,310,0.96,66.86,40,210,-270,143.14,-269.04,6,11,POST,2014-06-10 00:00:00,No,
805,129,0,PSME,51.2,E11,0,60,0,0,10.7,12,310,9.67,65.14,40,210,-270,144.86,-260.33,1,10,PRE,2003-04-04 00:00:00,No,
805,130,0,TSHE,10,E11,0,60,0,0,11.5,16,310,10.55,64.7,40,210,-270,145.3,-259.45,1,10,PRE,2003-04-04 00:00:00,No,
805,132,0,TSHE,5.9,D11,0,80,0,0,14.3,108,310,5.37,66.71,40,210,-270,143.29,-264.63,6,11,POST,2014-06-10 00:00:00,No,
805,134,0,TSHE,6,E11,0,60,0,0,8.5,342,310,4.52,67.23,40,210,-270,142.77,-265.48,5,11,POST,2010-05-05 00:00:00,No,
805,138,0,TSHE,6.1,D11,0,80,0,0,12.3,112,310,3.81,68.27,40,210,-270,141.73,-266.19,6,11,POST,2014-06-10 00:00:00,No,
805,142,0,TSHE,5.8,D11,0,80,0,0,9.9,107,310,3.88,70.86,40,210,-270,139.14,-266.12,5,11,POST,2010-05-05 00:00:00,No,
805,143,0,TSHE,6.2,D11,0,80,0,0,10.2,98,310,5.42,71.32,40,210,-270,138.68,-264.58,6,11,POST,2014-06-10 00:00:00,No,
805,144,0,TSHE,6.4,D11,0,80,0,0,7.1,112,310,2.2,73.22,40,210,-270,136.78,-267.8,6,11,POST,2014-06-10 00:00:00,No,
805,147,0,TSHE,5.4,D11,0,80,0,0,8.2,93,310,4.95,73.43,40,210,-270,136.57,-265.05,5,11,POST,2010-05-05 00:00:00,No,
805,151,0,PSME,59.1,D11,0,80,0,0,11,88,310,7.56,71.61,40,210,-270,138.39,-262.44,1,10,PRE,2003-04-04 00:00:00,No,
805,152,0,TSHE,6.65,D10,20,80,0,0,13.1,187,310,8.99,72.85,40,210,-270,137.15,-261.01,1,10,PRE,2003-04-04 00:00:00,No,
805,156,0,TSHE,8.3,D11,0,80,0,0,9,77,310,7.22,74.56,40,210,-270,135.44,-262.78,5,11,POST,2010-05-05 00:00:00,No,
805,160,0,TSHE,5.8,D11,0,80,0,0,7.9,58,310,7.54,77.55,40,210,-270,132.45,-262.46,5,11,POST,2010-05-05 00:00:00,No,
805,161,0,TSHE,5.5,D11,0,80,0,0,7,65,310,6.37,77.03,40,210,-270,132.97,-263.63,5,11,POST,2010-05-05 00:00:00,No,
805,162,0,TSHE,7.3,D11,0,80,0,0,6.1,72,310,5.2,76.75,40,210,-270,133.25,-264.8,5,11,POST,2010-05-05 00:00:00,No,
805,163,0,TSHE,5.7,D11,0,80,0,0,5.2,93,310,3.15,75.82,40,210,-270,134.18,-266.85,6,11,POST,2014-06-10 00:00:00,No,
805,166,0,PSME,20.2,D11,0,80,0,0,4.2,88,310,2.88,76.8,40,210,-270,133.2,-267.12,1,10,PRE,2003-04-04 00:00:00,No,
805,173,0,TSHE,5.7,D11,0,80,0,0,6.7,51,310,6.6,78.72,40,210,-270,131.28,-263.4,6,11,POST,2014-06-10 00:00:00,No,
805,177,0,TSHE,5.8,D11,0,80,0,0,7.5,40,310,7.53,80,40,210,-270,130,-262.47,6,11,POST,2014-06-10 00:00:00,No,
805,178,0,TSHE,6.3,D11,0,80,0,0,6.9,39,310,6.93,80.12,40,210,-270,129.88,-263.07,6,11,POST,2014-06-10 00:00:00,No,
805,179,0,TSHE,5.5,D11,0,80,0,0,5.4,45,310,5.41,79.53,40,210,-270,130.47,-264.59,6,11,POST,2014-06-10 00:00:00,No,
805,180,0,PSME,40.6,D11,0,80,0,0,10.8,50,310,10.84,78.09,40,210,-270,131.91,-259.16,1,10,PRE,2003-04-04 00:00:00,No,
805,183,0,PSME,39.2,D11,0,80,0,0,3.5,56,310,3.55,78.98,40,210,-270,131.02,-266.45,1,10,PRE,2003-04-04 00:00:00,No,
805,184,0,TSHE,41.5,D11,0,80,0,0,1.6,88,310,1.21,78.66,40,210,-270,131.34,-268.79,1,10,PRE,2003-04-04 00:00:00,No,
805,185,0,PSME,33.4,D11,0,80,0,0,3.3,321,310,0.66,83.4,40,210,-270,126.6,-269.34,1,10,PRE,2003-04-04 00:00:00,No,
805,186,0,THPL,156.3,D11,0,80,0,0,5.5,333,310,2.45,85.78,40,210,-270,124.22,-267.55,1,21,PRE,2003-04-04 00:00:00,No,
805,187,0,THPL,27.8,D11,0,80,0,0,6.2,358,310,4.71,84.24,40,210,-270,125.76,-265.29,1,10,PRE,2003-04-04 00:00:00,No,
805,192,0,TSHE,6.3,D11,0,80,0,0,9.1,22,310,8.68,82.82,40,210,-270,127.18,-261.32,6,11,POST,2014-06-10 00:00:00,No,
805,194,0,PSME,52.5,D11,0,80,0,0,9,14,310,8.33,84.06,40,210,-270,125.94,-261.67,1,10,PRE,2003-04-04 00:00:00,No,
805,210,0,THPL,14.3,C11,0,100,0,0,8,121,310,1.26,92.03,40,210,-270,117.97,-268.74,1,10,PRE,2003-04-04 00:00:00,No,
805,211,0,THPL,37.5,C11,0,100,0,0,8.4,117,310,1.93,91.63,40,210,-270,118.37,-268.07,1,10,PRE,2003-04-04 00:00:00,No,
805,215,0,TSHE,43.9,D11,0,80,0,0,12.3,355,310,8.85,88.85,40,210,-270,121.15,-261.15,1,10,PRE,2003-04-04 00:00:00,No,
805,216,0,TSHE,11.5,D11,0,80,0,0,13,0,310,10,88.39,40,210,-270,121.61,-260,1,10,PRE,2003-04-04 00:00:00,No,
805,217,0,THPL,13.2,C11,0,100,0,0,8.4,106,310,3.44,92.27,40,210,-270,117.73,-266.56,1,10,PRE,2003-04-04 00:00:00,No,
805,218,0,TSHE,10.8,C11,0,100,0,0,7.1,103,310,3.25,93.63,40,210,-270,116.37,-266.75,1,10,PRE,2003-04-04 00:00:00,No,
805,219,0,PSME,43.7,C11,0,100,0,0,8.9,76,310,7.38,94.64,40,210,-270,115.36,-262.62,1,10,PRE,2003-04-04 00:00:00,No,
805,224,0,TSHE,8.6,C11,0,100,0,0,10.5,16,310,9.63,104.29,40,210,-270,105.71,-260.37,5,11,POST,2010-05-05 00:00:00,No,
805,226,0,TSHE,10.4,C11,0,100,0,0,10.7,16,310,9.82,104.37,40,210,-270,105.63,-260.18,5,11,POST,2010-05-05 00:00:00,No,
805,226,1,TSHE,6.3,C11,0,100,0,0,9.6,24,310,9.26,102.65,40,210,-270,107.35,-260.74,6,11,POST,2014-06-10 00:00:00,No,
805,227,0,TSHE,12.9,C11,0,100,0,0,11.2,13,310,10.04,105.11,40,210,-270,104.89,-259.96,5,11,POST,2010-05-05 00:00:00,No,
805,227,1,TSHE,7.4,227,10.04,105.11,0,0,1.5,198,310,8.61,104.53,40,210,-270,105.47,-261.39,7,11,POST,2021-05-18 00:00:00,No,Crew stem mapped from a tree
805,230,0,TSHE,7,C11,0,100,0,0,12.1,359,310,9.16,107.96,40,210,-270,102.04,-260.84,6,11,POST,2014-06-10 00:00:00,No,
805,231,0,TSHE,15.5,B11,0,120,0,0,10.9,82,310,8.16,112.65,40,210,-270,97.35,-261.84,1,10,PRE,2005-05-16 00:00:00,No,
805,232,0,PSME,51.4,C11,0,100,0,0,14.3,336,310,6.38,113.08,40,210,-270,96.92,-263.62,1,10,PRE,2003-04-04 00:00:00,No,
805,233,0,PSME,51,C11,0,100,0,0,15.6,328,310,4.9,115.08,40,210,-270,94.92,-265.1,1,10,PRE,2003-04-04 00:00:00,No,
805,234,0,TSHE,16.8,C11,0,100,0,0,17.6,316,310,1.85,117.59,40,210,-270,92.41,-268.15,1,10,PRE,2003-04-04 00:00:00,No,
805,235,0,PSME,41.7,C11,0,100,0,0,18.4,317,310,2.27,118.47,40,210,-270,91.53,-267.73,1,10,PRE,2003-04-04 00:00:00,No,
805,237,0,TSHE,6.1,B11,0,120,0,0,6.3,51,310,6.21,118.79,40,210,-270,91.21,-263.79,5,11,POST,2010-05-05 00:00:00,No,
805,238,0,PSME,49.3,C11,0,100,0,0,17.6,344,310,9.98,114.8,40,210,-270,95.2,-260.02,1,10,PRE,2003-04-04 00:00:00,No,
805,239,0,TSHE,7.9,B11,0,120,0,0,8.4,52,310,8.26,118.25,40,210,-270,91.75,-261.74,5,11,POST,2010-05-05 00:00:00,No,
805,240,0,TSHE,5.5,B11,0,120,0,0,8,46,310,7.98,119.16,40,210,-270,90.84,-262.02,5,11,POST,2010-05-05 00:00:00,No,
805,242,0,TSHE,7.2,B11,0,120,0,0,9.4,46,310,9.38,119.01,40,210,-270,90.99,-260.62,5,11,POST,2010-05-05 00:00:00,No,
805,244,0,TSHE,7.3,B11,0,120,0,0,11.5,36,310,11.51,120.8,40,210,-270,89.2,-258.49,5,11,POST,2010-05-05 00:00:00,No,
805,246,0,TSHE,5.8,B11,0,120,0,0,12.9,37,310,12.91,120.68,40,210,-270,89.32,-257.09,5,11,POST,2010-05-05 00:00:00,No,
805,247,0,TSHE,6.5,B11,0,120,0,0,12.1,41,310,12.13,119.79,40,210,-270,90.21,-257.87,5,11,POST,2010-05-05 00:00:00,No,
805,251,0,TSHE,5.6,B10,20,120,0,0,4.6,222,310,15.37,120.16,40,210,-270,89.84,-254.63,5,11,POST,2010-05-05 00:00:00,No,
805,253,0,TSHE,5.5,B10,20,120,0,0,3.6,218,310,16.37,119.87,40,210,-270,90.13,-253.63,5,11,POST,2010-05-05 00:00:00,No,
805,257,0,PSME,51.6,B10,20,120,0,0,0.4,141,310,19.87,119.35,40,210,-270,90.65,-250.13,1,10,PRE,2003-04-04 00:00:00,No,
805,259,0,TSHE,7.3,B10,20,120,0,0,3,192,310,17.32,118.57,40,210,-270,91.43,-252.68,5,11,POST,2010-05-05 00:00:00,No,
805,263,0,TSHE,8.5,B10,20,120,0,0,6,149,310,18.03,114.29,40,210,-270,95.71,-251.97,5,11,POST,2010-05-05 00:00:00,No,
805,265,0,TSHE,6.2,B10,20,120,0,0,7.4,152,310,17.22,113.11,40,210,-270,96.89,-252.78,5,11,POST,2010-05-05 00:00:00,No,
805,267,0,TSHE,11,B10,20,120,0,0,6.1,165,310,16.47,114.96,40,210,-270,95.04,-253.53,5,11,POST,2010-05-05 00:00:00,No,
805,269,0,TSHE,7,B10,20,120,0,0,7.8,160,310,16.08,113.21,40,210,-270,96.79,-253.92,5,11,POST,2010-05-05 00:00:00,No,
805,270,0,PSME,39,B10,20,120,0,0,4.7,198,310,15.46,118.17,40,210,-270,91.83,-254.54,1,10,PRE,2003-04-04 00:00:00,No,
805,271,0,TSHE,6,B10,20,120,0,0,6.2,193,310,14.45,117.17,40,210,-270,92.83,-255.55,5,11,POST,2010-05-05 00:00:00,No,
805,272,0,PSME,48,B10,20,120,0,0,9.4,194,310,11.34,115.77,40,210,-270,94.23,-258.66,1,10,PRE,2003-04-04 00:00:00,No,
805,273,0,TSHE,10,B10,20,120,0,0,10,176,310,12.77,113.02,40,210,-270,96.98,-257.23,5,11,POST,2010-05-05 00:00:00,No,
805,274,0,TSHE,6.8,B10,20,120,0,0,10.8,169,310,13.18,111.58,40,210,-270,98.42,-256.82,5,11,POST,2010-05-05 00:00:00,No,
805,275,0,TSHE,7.5,C10,20,100,0,0,8.9,277,310,15.13,107.5,40,210,-270,102.5,-254.87,6,11,POST,2014-06-10 00:00:00,No,
805,277,0,THPL,16.1,B10,20,120,0,0,7.9,135,310,19.3,112.05,40,210,-270,97.95,-250.7,1,10,PRE,2003-04-04 00:00:00,No,
805,278,0,PSME,60,B10,20,120,0,0,10.4,135,310,19.07,109.34,40,210,-270,100.66,-250.93,1,10,PRE,2003-04-04 00:00:00,No,
805,279,0,TSHE,5.5,C10,20,100,0,0,6.6,302,310,19.08,106.56,40,210,-270,103.44,-250.92,6,11,POST,2014-06-10 00:00:00,No,
805,280,0,TSHE,6.9,C10,20,100,0,0,6.6,290,310,17.73,106.23,40,210,-270,103.77,-252.27,6,11,POST,2014-06-10 00:00:00,No,
805,281,0,TSHE,9.5,C10,20,100,0,0,4.9,322,310,21.03,104.84,40,210,-270,105.16,-248.97,1,10,PRE,2003-04-04 00:00:00,No,
805,283,0,TSHE,3.2,C10,20,100,0,0,2.9,259,310,17.73,101.84,40,210,-270,108.16,-252.27,1,10,PRE,2003-04-04 00:00:00,No,
805,284,0,PSME,35.9,C10,20,100,0,0,4,240,310,16.07,101.43,40,210,-270,108.57,-253.93,1,10,PRE,2003-04-04 00:00:00,No,
805,285,0,TSHE,16.5,C10,20,100,0,0,7.3,232,310,12.78,101.53,40,210,-270,108.47,-257.22,1,10,PRE,2003-04-04 00:00:00,No,
805,286,0,TSHE,5.5,C10,20,100,0,0,8.9,221,310,11.07,100.16,40,210,-270,109.84,-258.93,5,11,POST,2010-05-05 00:00:00,No,
805,288,0,TSHE,3.2,C10,20,100,0,0,4.9,209,310,15.17,99.06,40,210,-270,110.94,-254.83,1,10,PRE,2003-04-04 00:00:00,No,
805,289,0,TSHE,10.9,C10,20,100,0,0,7.6,204,310,12.64,97.89,40,210,-270,112.11,-257.36,5,11,POST,2010-05-05 00:00:00,No,
805,290,0,PSME,22,C10,20,100,0,0,3.6,204,310,16.43,98.98,40,210,-270,111.02,-253.57,1,21,PRE,2003-04-04 00:00:00,No,
805,291,0,PSME,49.2,C10,20,100,0,0,3,156,310,18.58,97.08,40,210,-270,112.92,-251.42,1,10,PRE,2003-04-04 00:00:00,No,
805,291,1,TSHE,6.3,291,18.58,97.08,0,0,1.6,219,310,16.95,97.05,40,210,-270,112.95,-253.05,7,11,POST,2021-05-18 00:00:00,No,Crew stem mapped from a tree
805,292,0,PSME,49.5,C10,20,100,0,0,9.8,206,310,10.25,97.57,40,210,-270,112.43,-259.75,1,21,PRE,2003-04-04 00:00:00,No,
805,292,1,TSHE,8.3,C10,20,100,0,0,9.8,200,310,10.75,96.63,40,210,-270,113.37,-259.25,6,11,POST,2014-06-10 00:00:00,No,
805,298,0,TSHE,0.4,C10,20,100,0,0,5.7,165,310,16.73,95.33,40,210,-270,114.67,-253.27,1,10,PRE,2003-04-04 00:00:00,No,
805,299,0,TSHE,0.2,C10,20,100,0,0,5.5,160,310,17.25,95.24,40,210,-270,114.76,-252.75,1,10,PRE,2003-04-04 00:00:00,No,
805,300,0,TSHE,0.7,C10,20,100,0,0,5.3,156,310,17.68,95.23,40,210,-270,114.77,-252.32,1,10,PRE,2003-04-04 00:00:00,No,
805,301,0,TSHE,0.2,C10,20,100,0,0,4.3,144,310,18.96,95.83,40,210,-270,114.17,-251.04,1,10,PRE,2003-04-04 00:00:00,No,
805,302,0,TSHE,0.4,C10,20,100,0,0,4.4,133,310,19.77,95.6,40,210,-270,114.4,-250.23,1,10,PRE,2003-04-04 00:00:00,No,
805,303,0,TSHE,0.1,C10,20,100,0,0,4.8,136,310,19.5,95.23,40,210,-270,114.77,-250.5,1,10,PRE,2003-04-04 00:00:00,No,
805,304,0,TSHE,0.1,C10,20,100,0,0,5.5,143,310,18.76,94.64,40,210,-270,115.36,-251.24,1,10,PRE,2003-04-04 00:00:00,No,
805,305,0,TSHE,0.2,C10,20,100,0,0,5.2,139,310,19.19,94.86,40,210,-270,115.14,-250.81,1,10,PRE,2003-04-04 00:00:00,No,
805,306,0,TSHE,0.4,C10,20,100,0,0,6,156,310,17.37,94.61,40,210,-270,115.39,-252.63,1,10,PRE,2003-04-04 00:00:00,No,
805,307,0,TSHE,1.3,C10,20,100,0,0,6.2,154,310,17.48,94.33,40,210,-270,115.67,-252.52,1,10,PRE,2003-04-04 00:00:00,No,
805,308,0,TSHE,0.2,C10,20,100,0,0,6.5,132,310,19.77,93.5,40,210,-270,116.5,-250.23,1,10,PRE,2003-04-04 00:00:00,No,
805,309,0,TSHE,0.6,C10,20,100,0,0,7,166,310,15.88,94.33,40,210,-270,115.67,-254.12,1,10,PRE,2003-04-04 00:00:00,No,
805,310,0,TSHE,0.9,C10,20,100,0,0,7.2,157,310,16.73,93.58,40,210,-270,116.42,-253.27,1,10,PRE,2003-04-04 00:00:00,No,
805,311,0,PSME,38,C10,20,100,0,0,7.1,169,310,15.41,94.33,40,210,-270,115.67,-254.59,1,10,PRE,2003-04-04 00:00:00,No,
805,319,0,PSME,40.5,C10,20,100,0,0,11.9,189,310,9.63,93.77,40,210,-270,116.23,-260.37,1,10,PRE,2003-04-04 00:00:00,No,
805,320,0,PSME,34.2,C10,20,100,0,0,4.6,176,310,16.57,96.69,40,210,-270,113.31,-253.43,1,21,PRE,2003-04-04 00:00:00,No,
805,324,0,TSHE,6.3,D10,20,80,0,0,8.6,271,310,14.57,86.71,40,210,-270,123.29,-255.43,5,11,POST,2010-05-05 00:00:00,No,
805,333,0,TSHE,3.7,D10,20,80,0,0,10.4,296,310,17.48,90.11,40,210,-270,119.89,-252.52,1,10,PRE,2003-04-04 00:00:00,No,
805,334,0,TSHE,2,D10,20,80,0,0,10,291,310,16.74,89.46,40,210,-270,120.54,-253.26,1,10,PRE,2003-04-04 00:00:00,No,
805,335,0,TSHE,0.2,D10,20,80,0,0,9.8,292,310,16.97,89.32,40,210,-270,120.68,-253.03,1,10,PRE,2003-04-04 00:00:00,No,
805,337,0,TSHE,0.1,D10,20,80,0,0,9.4,290,310,16.78,88.83,40,210,-270,121.17,-253.22,1,10,PRE,2003-04-04 00:00:00,No,
805,337,1,TSHE,0.7,D10,20,80,0,0,8.9,286,310,16.38,88.13,40,210,-270,121.87,-253.62,1,10,PRE,2003-04-04 00:00:00,No,
805,338,0,PSME,44.4,D10,20,80,0,0,7,275,310,15.86,85.92,40,210,-270,124.08,-254.14,1,10,PRE,2003-04-04 00:00:00,No,
805,339,0,TSHE,1.2,D10,20,80,0,0,6.1,285,310,17.42,85.53,40,210,-270,124.47,-252.58,1,10,PRE,2003-04-04 00:00:00,No,
805,340,0,TSHE,0.5,D10,20,80,0,0,5.5,288,310,17.94,85.1,40,210,-270,124.9,-252.06,1,10,PRE,2003-04-04 00:00:00,No,
805,341,0,TSHE,0.3,D10,20,80,0,0,5.8,294,310,18.4,85.58,40,210,-270,124.42,-251.6,1,10,PRE,2003-04-04 00:00:00,No,
805,342,0,TSHE,0.6,D10,20,80,0,0,6.1,296,310,18.52,85.92,40,210,-270,124.08,-251.48,1,10,PRE,2003-04-04 00:00:00,No,
805,343,0,TSHE,0.5,C10,20,100,0,0,9,148,310,17.22,91.44,40,210,-270,118.56,-252.78,1,10,PRE,2003-04-04 00:00:00,No,
805,344,0,TSHE,0.7,C10,20,100,0,0,9.1,144,310,17.8,91.17,40,210,-270,118.83,-252.2,1,10,PRE,2003-04-04 00:00:00,No,
805,345,0,TSHE,0.1,C10,20,100,0,0,8.9,135,310,19.22,91.13,40,210,-270,118.87,-250.78,1,10,PRE,2003-04-04 00:00:00,No,
805,346,0,TSHE,4.3,C10,20,100,0,0,10,145,310,17.41,90.32,40,210,-270,119.68,-252.59,1,10,PRE,2003-04-04 00:00:00,No,
